"","date","L005_NITRATE+NITRITE-N_mg/L","days"
"808",2009-11-16,0.024,13530
"809",2009-12-14,0,13558
"810",2010-01-13,0.248,13588
"811",2010-03-01,0.1805,13635
"812",2010-04-22,0.122,13686
"813",2010-05-18,0.319,13712
"814",2010-06-14,NA,13739
"815",2010-07-12,0.123,13767
"816",2010-08-23,NA,13809
"817",2010-09-21,0.006,13838
"818",2010-10-21,0.007,13868
"819",2010-11-02,NA,13880
"820",2010-12-20,0.221,13929
"821",2011-01-03,0.298,13943
"822",2011-02-14,0.326,13985
"823",2011-03-09,NA,14008
"824",2011-04-19,NA,14048
"825",2011-05-24,NA,14083
"826",2011-06-07,NA,14097
"827",2011-07-12,NA,14132
"828",2011-08-02,NA,14153
"829",2011-09-19,NA,14201
"830",2011-10-10,NA,14222
"831",2011-11-15,0.028,14259
"832",2011-12-05,NA,14279
"833",2012-01-23,NA,14328
"834",2012-02-07,NA,14343
"835",2012-03-19,0.011,14383
"836",2012-04-02,NA,14397
"837",2012-05-21,NA,14446
"838",2012-06-11,NA,14467
"839",2012-07-16,NA,14502
"840",2012-08-13,NA,14530
"841",2012-09-18,0.06,14566
"842",2012-10-09,NA,14587
"843",2012-11-27,0.089,14637
"844",2012-12-11,0.185,14651
"845",2013-01-08,0.247,14679
"846",2013-02-11,0.077,14713
"847",2013-03-27,0.285,14756
"848",2013-04-08,0.016,14768
"849",2013-05-14,0.076,14804
"850",2013-06-03,0.005,14824
"851",2013-07-17,0.08,14868
"852",2013-08-06,0.007,14888
"853",2013-09-17,0.006,14930
"854",2013-10-01,NA,14944
"855",2013-11-12,NA,14987
"856",2013-12-04,0.008,15009
"857",2014-01-14,0.01,15050
"858",2014-02-05,NA,15072
"859",2014-03-11,NA,15105
"860",2014-04-15,0.11,15140
"861",2014-05-14,NA,15169
"862",2014-06-04,NA,15190
"863",2014-07-15,NA,15231
"864",2014-08-06,NA,15253
"865",2014-09-02,NA,15280
"866",2014-10-07,NA,15315
"867",2014-11-04,NA,15344
"868",2014-12-02,NA,15372
"869",2015-01-06,0.18,15407
"870",2015-02-03,0.25,15435
"871",2015-03-03,0.021,15463
"872",2015-04-07,NA,15497
"873",2015-05-12,NA,15532
"874",2015-06-03,0.005,15554
"875",2015-07-08,NA,15589
"876",2015-08-04,NA,15616
"877",2015-09-01,NA,15644
"878",2015-10-06,0.065,15679
"879",2015-11-04,NA,15709
"880",2015-12-01,NA,15736
"881",2016-01-11,NA,15777
"882",2016-02-02,NA,15799
"883",2016-03-01,NA,15827
"884",2016-04-05,0.315,15861
"885",2016-05-03,0.372,15889
"886",2016-06-14,NA,15931
"887",2016-07-11,NA,15958
"888",2016-08-02,NA,15980
"889",2016-09-06,0.007,16015
"890",2016-10-18,0.021,16057
"891",2016-11-01,0.006,16071
"892",2016-12-07,0.245,16108
"893",2017-01-09,0.219,16141
"894",2017-02-07,0.256,16170
"895",2017-03-22,0.005,16212
"896",2017-04-17,0.085,16238
"897",2017-05-23,0.035,16274
"898",2017-06-20,NA,16302
"899",2017-07-10,NA,16322
"900",2017-08-14,NA,16357
"901",2017-09-18,0.023,16392
"902",2017-10-10,0.335,16414
"903",2017-11-07,0.242,16443
"904",2017-12-05,0.443,16471
"905",2018-01-17,0.479,16514
"906",2018-02-06,0.566,16534
"907",2018-03-06,0.532,16562
"908",2018-04-03,0.436,16589
"909",2018-05-01,0.175,16617
"910",2018-06-05,0.317,16652
"911",2018-07-17,NA,16694
"912",2018-08-14,NA,16722
"913",2018-09-04,0.092,16743
"914",2018-10-16,NA,16785
"915",2018-11-06,0.009,16807
"916",2018-12-04,0.208,16835
"917",2019-01-08,NA,16870
"918",2019-02-12,NA,16905
"919",2019-03-12,0.07,16932
"920",2019-04-02,NA,16953
"921",2019-05-08,NA,16989
"922",2019-06-05,NA,17017
"923",2019-07-09,NA,17051
"924",2019-08-06,NA,17079
"925",2019-09-09,0.04,17113
"926",2019-10-01,NA,17135
"927",2019-11-05,0.021,17171
"928",2019-12-03,0.144,17199
"929",2020-01-14,NA,17241
"930",2020-02-12,NA,17270
"931",2020-03-10,0.09,17296
"932",2020-04-07,0.02,17324
"933",2020-05-05,NA,17352
"934",2020-05-20,NA,17367
"935",2020-06-02,NA,17380
"936",2020-06-23,NA,17401
"937",2020-07-07,NA,17415
"938",2020-07-21,0.005,17429
"939",2020-08-04,NA,17443
"940",2020-08-25,NA,17464
"941",2020-09-08,NA,17478
"942",2020-09-23,NA,17493
"943",2020-10-06,NA,17506
"944",2020-10-21,NA,17521
"945",2020-11-17,0.086,17549
"946",2020-12-15,0.212,17577
"947",2021-01-05,0.433,17598
"948",2021-02-09,0.144,17633
"949",2021-03-10,0.378,17662
"950",2021-04-06,0.208,17688
"951",2021-05-04,NA,17716
"952",2021-05-18,NA,17730
"953",2021-06-08,0.118,17751
"954",2021-06-22,NA,17765
"955",2021-07-08,NA,17781
"956",2021-07-20,NA,17793
"957",2021-08-03,0.062,17807
"958",2021-08-24,NA,17828
"959",2021-09-08,NA,17843
"960",2021-09-21,NA,17856
"961",2021-10-05,0.103,17870
"962",2021-10-19,NA,17884
"963",2021-11-02,NA,17898
"964",2021-12-07,0.006,17934
"965",2022-01-04,0.016,17962
"966",2022-02-08,NA,17997
"967",2022-03-08,NA,18025
"968",2022-04-05,0.298,18052
"969",2022-05-03,NA,18080
"970",2022-05-18,0.014,18095
"971",2022-06-07,NA,18115
"972",2022-06-21,NA,18129
"973",2022-07-06,NA,18144
"974",2022-07-19,0.009,18157
"975",2022-08-02,NA,18171
"976",2022-08-16,NA,18185
"977",2022-09-06,NA,18206
"978",2022-09-20,NA,18220
"979",2022-10-04,0.114,18234
"980",2022-10-18,0.013,18248
"981",2022-11-15,0.18,18277
"982",2022-12-06,0.276,18298
"983",2023-01-10,0.359,18333
"984",2023-02-07,0.385,18361
"985",2023-03-07,0.438,18389
"986",2023-04-04,0.27,18416
"987",2023-05-02,0.287,18444
