"","date","L006_AMMONIA-N_mg/L","days"
"885",2011-12-05,NA,14279
"886",2012-01-23,0.007,14328
"887",2012-02-07,0.006,14343
"888",2012-03-19,0.011,14383
"889",2012-04-02,NA,14397
"890",2012-05-21,0.008,14446
"891",2012-06-11,0.01,14467
"892",2012-07-16,0.014,14502
"893",2012-08-13,0.011,14530
"894",2012-09-18,0.008,14566
"895",2012-10-08,0.009,14586
"896",2012-11-26,0.013,14636
"897",2012-12-10,0.01,14650
"898",2013-01-07,0.006,14678
"899",2013-02-12,0.008,14714
"900",2013-03-28,0.007,14757
"901",2013-04-09,NA,14769
"902",2013-05-15,0.014,14805
"903",2013-06-04,NA,14825
"904",2013-07-16,0.016,14867
"905",2013-08-05,0.012,14887
"906",2013-09-16,0.009,14929
"907",2013-10-02,0.017,14945
"908",2013-11-18,0.007,14993
"909",2013-12-03,0.009,15008
"910",2014-01-15,0.01,15051
"911",2014-02-04,0.01,15071
"912",2014-03-12,0.011,15106
"913",2014-04-21,0.013,15146
"914",2014-05-13,0.016,15168
"915",2014-06-03,0.01,15189
"916",2014-07-16,0.014,15232
"917",2014-08-06,0.015,15253
"918",2014-09-03,0.014,15281
"919",2014-10-08,0.011,15316
"920",2014-11-05,0.009,15345
"921",2014-12-03,0.017,15373
"922",2015-01-07,0.011,15408
"923",2015-02-04,0.01,15436
"924",2015-03-04,0.009,15464
"925",2015-04-08,0.009,15498
"926",2015-05-13,0.017,15533
"927",2015-06-02,0.011,15553
"928",2015-07-08,0.022,15589
"929",2015-08-04,0.02,15616
"930",2015-09-02,0.012,15645
"931",2015-10-07,0.006,15680
"932",2015-11-03,0.013,15708
"933",2015-12-02,0.017,15737
"934",2016-01-12,0.013,15778
"935",2016-02-03,0.009,15800
"936",2016-03-02,0.011,15828
"937",2016-04-06,0.007,15862
"938",2016-05-09,0.024,15895
"939",2016-06-15,0.013,15932
"940",2016-07-12,0.014,15959
"941",2016-08-03,0.01,15981
"942",2016-09-07,0.032,16016
"943",2016-10-19,0.014,16058
"944",2016-11-02,0.011,16072
"945",2016-12-06,0.008,16107
"946",2017-01-10,0.011,16142
"947",2017-02-08,0.006,16171
"948",2017-03-21,0.027,16211
"949",2017-04-18,0.012,16239
"950",2017-05-23,0.009,16274
"951",2017-06-20,0.007,16302
"952",2017-07-11,0.015,16323
"953",2017-08-16,0.018,16359
"954",2017-09-19,0.007,16393
"955",2017-10-09,0.011,16413
"956",2017-11-08,0.013,16444
"957",2017-12-06,0.019,16472
"958",2018-01-18,0.012,16515
"959",2018-02-07,0.006,16535
"960",2018-03-07,0.011,16563
"961",2018-04-04,0.007,16590
"962",2018-05-02,0.008,16618
"963",2018-06-06,0.013,16653
"964",2018-07-18,0.016,16695
"965",2018-08-15,0.012,16723
"966",2018-09-05,0.01,16744
"967",2018-10-17,0.011,16786
"968",2018-11-07,0.012,16808
"969",2018-12-11,0.012,16842
"970",2019-01-09,NA,16871
"971",2019-02-14,0.011,16907
"972",2019-04-03,0.011,16954
"973",2019-05-07,NA,16988
"974",2019-06-04,0.014,17016
"975",2019-07-10,0.012,17052
"976",2019-08-07,0.012,17080
"977",2019-09-10,0.017,17114
"978",2019-10-02,0.027,17136
"979",2019-11-06,0.014,17172
"980",2019-12-04,0.016,17200
"981",2020-01-15,0.012,17242
"982",2020-02-05,0.012,17263
"983",2020-03-11,0.009,17297
"984",2020-04-08,0.006,17325
"985",2020-05-06,0.01,17353
"986",2020-05-21,0.008,17368
"987",2020-06-03,0.013,17381
"988",2020-06-24,0.01,17402
"989",2020-07-08,0.029,17416
"990",2020-07-22,0.009,17430
"991",2020-08-05,0.007,17444
"992",2020-08-26,0.012,17465
"993",2020-09-09,0.007,17479
"994",2020-09-24,0.006,17494
"995",2020-10-07,0.01,17507
"996",2020-10-22,0.014,17522
"997",2020-11-18,0.007,17550
"998",2020-12-16,0.009,17578
"999",2021-01-06,0.012,17599
"1000",2021-02-10,0.007,17634
"1001",2021-03-11,0.013,17663
"1002",2021-04-07,0.016,17689
"1003",2021-05-05,0.01,17717
"1004",2021-05-19,0.011,17731
"1005",2021-06-09,0.012,17752
"1006",2021-06-23,0.009,17766
"1007",2021-07-07,0.01,17780
"1008",2021-07-21,0.015,17794
"1009",2021-08-04,0.024,17808
"1010",2021-08-25,0.014,17829
"1011",2021-09-09,0.02,17844
"1012",2021-09-22,0.011,17857
"1013",2021-10-06,0.012,17871
"1014",2021-10-20,0.014,17885
"1015",2021-11-03,0.005,17899
"1016",2021-12-08,0.012,17935
"1017",2022-01-05,0.014,17963
"1018",2022-02-09,0.012,17998
"1019",2022-03-09,0.009,18026
"1020",2022-04-06,0.006,18053
"1021",2022-05-04,0.007,18081
"1022",2022-05-17,0.005,18094
"1023",2022-06-08,0.008,18116
"1024",2022-06-22,NA,18130
"1025",2022-07-07,0.011,18145
"1026",2022-07-20,NA,18158
"1027",2022-08-17,0.008,18186
"1028",2022-09-07,0.006,18207
"1029",2022-09-21,0.015,18221
"1030",2022-10-05,0.005,18235
"1031",2022-10-19,0.014,18249
"1032",2022-11-16,0.013,18278
"1033",2022-12-07,0.008,18299
"1034",2023-01-11,0.013,18334
"1035",2023-02-08,0.008,18362
"1036",2023-03-08,0.007,18390
"1037",2023-04-05,0.008,18417
"1038",2023-05-03,0.008,18445
